"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"169","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Sizing issue","Blair","I purchased an XS and the top was huge! I removed a star for that reason. I kept the set as I can wear it at home, but I had hoped I could wear it for travel. It does look high end and well made. The material has a slick feel, and is very airy and lightweight, despite being long sleeves. A good option for warm climates when you still want to cover up. Pet hair does NOT stick!!!","Reviewed in the United States on 15 February 2024","2.0 out of 5 stars","Verified Purchase"
"170","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Gonna try again","Blair","I received the order as advised but it did not arrive in Amazon packaging. The jacket was balled up in the wrapping as if someone tried it on and just shoved it back in. The whole order looked as if it had been worn. The color was not the Carolina blue I was expecting but a slate gray blue. Now the feel and quality of the material was solid. A smooth soft velvety like fill. But the pants were super wide at the bottom. I had alot of extra material in the crotch area which was a bit off putting. And the drawstring was pretty but didn’t do work as intended. I’m 5’7 and about 195-200lbs.  I really wanted this outfit to work as I purchased a pair cloud 5’s to match it. Gonna try again with a smaller size.","Reviewed in the United States on 15 February 2024","5.0 out of 5 stars","Verified Purchase"
"171","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Nice quality fabric","Amazonjunkie","I have ordered 3 of these. The first was a hot pink for my aunt and she loved it. The fabric was a really nice heavy quality (not thin and cheap). I ordered 2 for myself and wanted to review those. I am 5’8” and weigh 118 lbs. I ordered the olive color in a size small. They’re crop on me, but crop enough that it looks like they’re meant to be that way. The zipper is silver.  I may keep them- I’m not sure, yet.The next set is light khaki in an XS.  The zipper matches the color of the fabric. They’re slightly longer than the small- but not crop enough that I would wear them without alterations. It just looks like my pants are too short. The fabric on both feels like a nice quality, though.","Reviewed in the United States on 8 February 2024","4.2 out of 5 stars","Verified Purchase"
"172","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","BUY IT","Daniel Tran","I have the sp*nx air essential and have been debating on purchasing another set because I fell in love with it. I saw these on Amazon for a quarter of the price and decided to make the purchase and I am so glad I did. These feel just as soft and smooth as the original ones. They fit great, and it comes with a pocket in the pants ,which is the biggest perk. The only thing I would stay is a big difference about this one is the zipper is not the best quality but for the price I’ll take it . I’ll be buying a few more colors with all the money I saved!","Reviewed in the United States on 16 February 2024","4.0 out of 5 stars","Verified Purchase"
"173","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Very comfortable and looks classy in as well","Dean Thomas","I got this lounge suit as a travel outfit for my trip to Europe and it was perfect for the plane but I wish I had ordered another for the cruise that I was on once I got to Europe. It looks very nice while being very comfortable. Not to hot but warm enough. I did wear a tank underneath it sure the top unzips far down. Overall wonderful for the price. I have another on my wishlist in black.","Reviewed in the United States on 24 February 2024","5.0 out of 5 stars","Verified Purchase"
"174","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Soft","tricia","I had to fold the pants at the waist. The top is def oversized. I think if I had ordered the sm it would’ve been too tight at the waist, but top might’ve fit better and I’m not small chested. It’s very soft, comfy, and thick (but not hot). I think I’ll keep, but won’t be ordering another set. Also, makes my butt look flatter than it is probably b/c I had to fold at the waist.","Reviewed in the United States on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"175","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Comfort and Style: The Perfect Cruise Companion","Michelle Lambert","I adore this lounge outfit for its incredible comfort. I bought it specifically for my cruise travels. Being 5ft 3in, the outfit is a bit long on me, but I easily adjusted it by pulling up the pants, and it worked perfectly. I wore it throughout the cruise, whether I was at the casino, lounging on the deck in the evening, or simply seeking warmth and comfort. I wholeheartedly recommend this outfit and loved it so much that I bought a second one in the same color, fearing it might sell out.","Reviewed in the United States on 10 February 2024","4.0 out of 5 stars","Verified Purchase"
"176","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Perfect Dupe for Spanx Air Essentials","Melonie Lee Pittman","The Fabric is so comfortable!!!  I am 5' 4"" and i do have to wear heels.  I will have them altered to be able to wear flats.  I have not laundered the outfit yet so i am not sure how is holds up after washing.  I did see another reviewer say that it pilled after washing so i plan on washing it in a garment bag on delicate and hang to dry as a precausion.  If it holds up well i will certainly order more colors :)","Reviewed in the United States on 8 February 2024","5.0 out of 5 stars","Verified Purchase"
"177","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Short girl may not be their target","Christina Walker","I’m mostly making light of my shortness as most things aren’t made for us short girls. But I’m sure tall girls would feel the same. I’m 5 foot 1 and struggle to find pants that don’t  pool around my feet. I got the small and it fits a little big but didn’t care enough to return and try an xs. The fabric is SO soft and feels like a dream to lounge around in. I gave 4 stars simply because of the fit but that likely has more to do with me being short/not ordering right size than the product. I would definitely order again but in a smaller size.","Reviewed in the United States on 11 January 2024","5.0 out of 5 stars","Verified Purchase"
"178","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Very Fashionable","Rhonda Ashburn","This is a comfortable & easy to wear 2 piece.  The fabric is a little heavy, but there is room & it is just very today fashion.  I'm only 5' 2"", but was able to roll the waist of the pants so the pants wouldn't be brushing the ground.Normally I would wear a pair of shoes that have a bit of a heal, but I couldn't that particular day.I actually might buy another outfit in another color.","Reviewed in the United States on 22 January 2024","4.0 out of 5 stars","Verified Purchase"
"179","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Perfect dupe for Spanx","gcw","I was so excited to open this package. The fabric and fit were great except the pants were too short! So disappointed. If you are shorter than 5'7"", definitely order.","Reviewed in the United States on 23 February 2024","4.0 out of 5 stars","Verified Purchase"
"180","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Fabulous quality and material","Dlhladd","Feel of the fabric and quality is really nice.  This is a perfect sub for the more expensive version, Spanx airessentials. I’ve tried the other lookalike offered by Xieerduo and this one has nicer, thicker fabric and better seams.  The length on this set is perfect for me as well (5’4, 120lbs) whereas the Xieerduo was a little too long.  LOVE this set.","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars","Verified Purchase"
"181","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Perfect fit and comfy!","Kat","Wow oftentimes clothes are hit and miss. I immediately tried on the top and pants when I received it, expecting to maybe return. I was pleasantly surprised! The fabric is buttery soft and the large fit me perfect. I’m about 5’6” and 165. The pants were good length to wear with tennis shoes. I bought the outfit in advance of an upcoming trip we are taking. Wanted something that didn’t look like the same old yoga pants and hoodie. This is very fashionable and classy, yet is comfortable. I highly recommend this which I rarely do! Wish is perfect and doesn’t bind. Plenty of room for me to wear a tshirt under the pullover top. It’s a big win for me!!","Reviewed in the United States on 1 February 2024","4.2 out of 5 stars","Verified Purchase"
"182","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Super comfy","Jenny","I was surprised by how soft it is. It’s very comfortable. Quality is good. Sometimes the zipper gets stuck on the top. Washes & wears well. Will probably get another one in a different color. Bought my daughter one and she loves hers","Reviewed in the United States on 15 February 2024","5.0 out of 5 stars","Verified Purchase"
"183","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Great travel outfit","Amazon Customer","I bought this for traveling.  The fabric is thick, however the inner lining isn't fleece.  It is cool to touch polyester type so it offsets the heaviness.  It is perfect for Fall/Spring, but will need an inner layer in the winter.  I am 5'5"" and the length is a little long, I just wore thick heeled (Platforms) and it was perfect.  The color is just as described and I am very happy with my purchase.  I will be buying a different color as well.","Reviewed in the United States on 6 February 2024","4.0 out of 5 stars","Verified Purchase"
"184","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","As described and run a little large","Jen","I really like these and hope they hold up well over time. I read through reviews and saw most people said they run big so I ordered a medium. (I usually wear L on top and L or M on bottom depending on the cut/brand.) Medium fits well and maybe even a smidge big. The pants, however, are long on me despite others saying they aren't long. I'm 5'4"" (that's generous) so I knew there was a risk. They also had a weird smell out of the package... I'm sensitive to smells so maybe it's just me? I washed them and hope this isn't a problem.","Reviewed in the United States on 8 January 2024","5.0 out of 5 stars","Verified Purchase"
"185","ANRABESS Women 2 Piece Outfits Sweatsuit Set 2023 Fall Oversized Half Zip Sweatshirt Wide Leg Sweatpant Lounge Set Tracksuit ","Color not as pictured","Sarah Schlough","Outfit is super comfortable. Fit is great- perfectly oversized as it is described to be when ordering my usual department store size. The color is much more rust orange than the cafe brown pictured which was kind of a bummer, but it so comfy I’m keeping it anyways.","Reviewed in the United States on 7 February 2024","4.0 out of 5 stars","Verified Purchase"
