"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"227","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","nice but","alena","okay so if youre between the weight of  and have a booty  large aint your size my butt is eating the shorts  literally size up since im in the process of losing weight im keeping them they snatch the waist nicely but they do roll down  up a bit but not a huge issue squat proof too",2024-01-22,5,"verified purchase"
"228","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","great","daniella gonzalez","great",2024-02-17,5,"verified purchase"
"229","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","love","amazon customer","love it",2024-02-18,4,"verified purchase"
"230","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","the sizing is a little off","caro","i like these gym shorts but i was not sure what size to get for reference i have a waist of about  inches wear between a  in jeans and the medium fit me really well",2024-01-22,5,"verified purchase"
"231","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","some awesome bright colors","ilsoa","logo or no logo  that is the question seems like all of these knockoff brands are adding the logo but i like a lower waist so i flip them down anyway  logo bye bye the attached pictures are of size large with tag but no logo and xl logo but no tag still trying to figure out the sizing for me i notice that the colors are ever so slightly different doesnt really show in these pictures what i dont understand is  why did they put a hole in the fabric to attach a stupid tag with only the brand name on it its not like im gonna wear them with the tag still attached to advertise i can just see a bigger hole emerging after wash and wear  but i really hope not",2023-11-17,4,"verified purchase"
"232","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","love this","ilsoa","i use it about x a week and love it i use it with my skin care routine  and def see a difference whne i use it",2024-02-20,4,"verified purchase"
"233","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","love the fit","jr","these shorts are thick so you dont have to worry about your bottom showing through they are super comfortable too",2024-01-17,4,"verified purchase"
"234","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","good material","allifitz","the material is thick and squat proof i ordered a large and i honestly probably will order a size up in other colors they do run a little on the smaller side",2024-01-05,5,"verified purchase"
"235","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","boyfriend approved","taylor hemauer","i am naturally thin and these shorts still managed to accent the small amount of butt there so girlies of any shape and size i do recommend",2024-01-05,4,"verified purchase"
"236","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","please size up","kate"," super cute but ridiculous sizing im usually a small and ordered a medium and they were so tight had to order a large",2024-01-07,4,"verified purchase"
"237","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","in love","suzanne m mangan",NA,2024-02-20,4,"verified purchase"
"238","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","gute material und fr den preis top","gabriela freitas","ich werde auf jeden fall nochmal bestellen",2024-01-13,4,"verified purchase"
"239","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","form hugging","gabriela freitas","me agrad todo colores textura calidad y tamao exacto para mi figura fabuloso",2024-02-10,5,"verified purchase"
"240","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","size up","ujin altankhuyag","definitely size up im   and these were snug other than that flattering",2023-12-21,5,"verified purchase"
"241","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","medium fits like a small","caroline robinson","i know womens sizes in clothing are variable but these fit way tighter than any other medium i own they definitely help secure everything in place though the scrunch on the back is kind of intense and looks like wrinkles if you know what i mean lol nice colors and do not give the toe of camel",2024-02-15,4,"verified purchase"
"242","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","passt alles","leider krzer als auf dem bild bedeckt bei mir nicht mal die hlfte ich habe konfektionsgre  da ich das porto fr eine rcksendung selbst zahlen msste bleibt es aber hier verarbeitung schaut ganz gut aus","tut was es soll und ist fr den preis top  sterne gibt es nur nicht weil es meine hften von vorne nicht schn betont dafr den popo umso mehr",2023-10-24,3,"verified purchase"
"243","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","great but why the logo","angelica walker","im  about  lbs ordered a small and it was too small so i returned for a medium which is perfect except the medium has a logo on the butt whereas the small one didnt not a huge deal but i prefer no logo especially since its a random amazon brand lol theyre the perfect amount of thickness and stretch and make you look snatched",2023-10-18,4,"verified purchase"
"244","vertvie women's gym shorts v cross elastic push up yoga shorts booty scrunch high waisted athletic leggings","perfekt","emily schwarz","genau wie ich sie mir vorgestellt habe",2023-11-09,4,"verified purchase"
